,Hash Value,Nodes,Edges,Highest-Indegree,Hightes-Outdegree,Highest-Degree,Average Degree,Network diameter,Graph Density,Average Authority Score,Average Hub Score,Average PageRank,Average Closeness Centrality,Average Harmonic Closeness Centrality,Average Eigenvector Centrality,Average betweenness centrality,Modularity score,Average Clustering Coefficient,Average Path Length,Assortativity,No of function calls,No of logical calls,No of Arithmetic instructions,No of transfer instructions,No of move instructions,No of compare instructions,Total No of instructions,No of numeric constants,Class
11,acc48361d19da47574b3b219b52973940a399e909b3342fc2ff5a2471db77e2e,88,101,4,2,4,1.147727273,37,0.013192268,0.011363636,0.011363636,0.011363636,4.648999584,4.648999584,0.045287484,0.088533693,0.772767376,0.024621212,18.63757576,0.281180703,1,6,0,1,45,3,59,18,Ransom
12,ae06c939e688ad717a47dbfa8760a0c67ce829365261a43ee5daaf9326ef51fa,88,101,4,2,4,1.147727273,37,0.013192268,0.011363636,0.011363636,0.011363636,4.648999584,4.648999584,0.045287484,0.088533693,0.772767376,0.024621212,18.63757576,0.281180703,1,17,0,1,47,1,76,21,Ransom
13,365d43314377c70b1660e5c2a4167de08847d0c826bb78a6ac62a48ad867d761,89,97,5,2,6,1.08988764,30,0.012385087,0.011235955,0.011235955,0.011235955,5.21080369,5.21080369,0.077794455,0.119879539,0.76745669,0.00411985,19.02407776,0.483709926,1,6,0,1,55,3,77,20,Ransom
14,5639ebb53ec8e33d90129b9063d76abf83d40c5f85eba843346c9dbd141a8150,90,107,5,2,6,1.188888889,27,0.013358302,0.011111111,0.011111111,0.011111111,5.105664453,5.105664453,0.05275224,0.079846215,0.753166215,0.02037037,17,0.132138683,1,6,0,1,63,3,82,19,Ransom
15,f86d6be02135061051c644837921f72b6d172d0ad8e6ee6e22c6b50ef546fb4c,90,103,5,2,6,1.144444444,26,0.012858926,0.011111111,0.011111111,0.011111111,4.836638439,4.836638439,0.051687598,0.082821189,0.77415402,0.02037037,17.86115129,0.294243086,1,1,0,1,3,1,16,4,Ransom
16,f366cd462f615e7937e7e8add59f829db8f29d4a370c7eb74de8c5b3610d81bf,91,97,2,2,4,1.065934066,21,0.011843712,0.010989011,0.010989011,0.010989011,5.130144316,5.130144316,0.082855976,0.122710623,0.767669253,0,21.05701459,0.288021202,1,1,0,1,3,1,17,7,Ransom
17,c3b5e6d554dcf4ff92f2f5dc083b0cbf0fd853fb991cc51bcd2ac0d91d77f890,94,107,5,2,6,1.138297872,27,0.012239762,0.010638298,0.010638298,0.010638298,4.809509426,4.809509426,0.048057493,0.073676057,0.77989344,0.019503546,17.49316978,0.307670857,1,6,0,1,59,3,77,20,Ransom
18,dffa2f4760a3032ba91104dd8e887c7a93edfc2d23fe6abcf0b4630718e7d32f,95,126,2,2,4,1.326315789,22,0.014109742,0.010526316,0.010526316,0.010526316,6.674398734,6.674398734,0.0622784,0.084768029,0.814688838,0.071052632,15.66499791,0.079133065,1,9,0,1,9,1,30,6,Ransom
19,65240612491a34850e73068b0f96bdd108934b3602dbc7aa1af978ef9bd5911d,95,126,2,2,4,1.326315789,22,0.014109742,0.010526316,0.010526316,0.010526316,6.674398734,6.674398734,0.0622784,0.084768029,0.814688838,0.071052632,15.66499791,0.079133065,1,15,0,1,23,1,68,16,Ransom
20,494c78e5b3cac79dcb8943eefc3f536e0a6f29e8f08d12937440228e1125fb20,101,117,2,2,4,1.158415842,29,0.011584158,0.00990099,0.00990099,0.00990099,5.228312632,5.228312632,0.041818555,0.102885289,0.804952882,0.117161716,21.44033413,-0.057042402,1,15,0,1,19,1,75,17,Ransom
21,4541a514d84bd064e5c1d51d53027c98b3126b220bc88a460472b717f0d0031a,101,117,2,2,4,1.158415842,29,0.011584158,0.00990099,0.00990099,0.00990099,5.228312632,5.228312632,0.041818555,0.102885289,0.804952882,0.117161716,21.44033413,-0.057042402,1,1,0,1,3,1,17,7,Ransom
22,edaf1c4142018e5d7fd7fa6876b3bd2412b595eea551d4e580c76a1e4bd7a3e4,101,117,2,2,4,1.158415842,29,0.011584158,0.00990099,0.00990099,0.00990099,5.228312632,5.228312632,0.041818555,0.102885289,0.804952882,0.117161716,21.44033413,-0.057042402,1,4,0,1,4,1,13,6,Ransom
23,584b00ac6fd0e23a990660ad402eb1b3b6aeff925532bda862b7a557e295c0a3,101,117,2,2,4,1.158415842,29,0.011584158,0.00990099,0.00990099,0.00990099,5.228312632,5.228312632,0.041818555,0.102885289,0.804952882,0.117161716,21.44033413,-0.057042402,1,24,0,1,56,1,138,29,Ransom
24,1a073c50c9ada807c89b283b4baf7364b56950cddb2085c95a53923c7259ba29,108,140,4,2,6,1.296296296,29,0.012114919,0.009259259,0.009259259,0.009259259,7.869120018,7.869120018,0.036671032,0.158618899,0.794642857,0.025617284,21.70035177,-0.458512087,1,4,0,1,29,1,43,22,Ransom
25,10913fe9bb3a5d9353e82710753d34612a70f7d31b71d248b60f84d95440bc5f,108,140,4,2,6,1.296296296,29,0.012114919,0.009259259,0.009259259,0.009259259,7.869120018,7.869120018,0.036671032,0.158618899,0.794642857,0.025617284,21.70035177,-0.458512087,1,7,0,1,63,3,7068,3534,Ransom
26,923b634e7aec93d2ea13f0aa3f70b2c96b2655568676a43b546d7224e1a2c925,112,118,3,2,4,1.053571429,63,0.009491634,0.008928571,0.008928571,0.008928571,5.004461574,5.004461574,0.038423644,0.140932491,0.765297328,0,30.36667175,0.363495574,1,21,0,1,53,1,90,28,Ransom
27,d694ddd144c3ed173c298928eb69eac21239400ee69e4d905614ab5a521390ca,129,141,4,2,4,1.093023256,43,0.008539244,0.007751938,0.007751938,0.007751938,5.062002267,5.062002267,0.023472459,0.106414137,0.804335798,0.006459948,29.781004,0.350587979,1,7,0,1,63,3,79,18,Ransom
28,ea4719767c648a00159be39696145369926a07d350744647650c74169dbd2049,130,140,4,2,5,1.076923077,75,0.008348241,0.007692308,0.007692308,0.007692308,5.34086638,5.34086638,0.038924483,0.160487944,0.787040816,0,37.28353177,0.470461667,1,8,0,1,56,3,73,17,Ransom
29,7c57d412e166c6f24336128013c92403a3c4bd9a013e4c5db5079e110e8efc98,132,142,4,2,5,1.075757576,72,0.00821189,0.007575758,0.007575758,0.007575758,5.565293279,5.565293279,0.039250266,0.170571985,0.794237255,0,38.01661033,0.468620031,1,7,0,1,43,1,77,16,Ransom
30,91ef42b0f28693e070c042894f5a6283ad8d4441f66599f59e5e9561ab988371,132,142,4,2,5,1.075757576,76,0.00821189,0.007575758,0.007575758,0.007575758,5.418164367,5.418164367,0.039911684,0.167349063,0.788930768,0,38.26337693,0.501925041,1,8,0,1,17,2,43,9,Ransom
31,adbf5979c8073c811b4dc30bd0034297b7592b93d4ed0da44d1241339b5f235d,134,151,6,2,7,1.126865672,56,0.008472674,0.007462687,0.007462687,0.007462687,6.234723098,6.234723098,0.024454371,0.157868807,0.789307487,0.006218905,33.13755194,0.095904469,1,6,0,1,72,1,91,19,Ransom
32,a8de12a83d85bb160b9bddee0a9c3dd0a6c02b9328b76b1caf4351aba08736a8,137,154,6,2,7,1.124087591,57,0.00826535,0.00729927,0.00729927,0.00729927,6.254706576,6.254706576,0.028796043,0.161448245,0.78364817,0.006082725,34.47270778,0.113333797,1,7,0,1,43,1,77,16,Ransom
33,65587cdb03037039ac731a3975d923597b0df77e433d6b94e269932705b95954,139,156,6,2,7,1.122302158,55,0.008132624,0.007194245,0.007194245,0.007194245,6.204820324,6.204820324,0.027873608,0.153404538,0.793187048,0.005995204,34.32765465,0.115967947,1,21,0,1,53,1,91,29,Ransom
34,795be391d2d68d9965a0904e500f4ed0bf144f20d60d8ec1bceb23249a37bd98,141,158,6,2,7,1.120567376,56,0.008004053,0.007092199,0.007092199,0.007092199,6.187550478,6.187550478,0.026875972,0.146669291,0.798469797,0.005910165,33.98884789,0.093309683,1,8,0,1,17,2,43,9,Ransom
35,e95190b32b51927565b3283e320ae040a6ed9b46a1f5034ebf91281838f05768,151,170,6,2,7,1.125827815,59,0.007505519,0.006622517,0.006622517,0.006622517,6.120325587,6.120325587,0.027225925,0.139052106,0.804429066,0.005518764,36.1908334,0.092854971,1,8,0,1,17,2,43,9,Ransom
36,ab8098ed6fbdd6a5a33ee58279229d9cb76d67141afce64fb6dff63f73bfd88d,155,171,4,2,5,1.103225806,35,0.007163804,0.006451613,0.006451613,0.006451613,5.757655215,5.757655215,0.036575097,0.114392228,0.830751342,0.013978495,35.89746804,-0.015889269,1,1,0,1,3,1,16,4,Ransom
37,5b636729d6c705d4edd2a72192c43c5febb343d3564f2c86aebdd2edf32b6522,156,214,4,2,6,1.371794872,19,0.008850289,0.006410256,0.006410256,0.006410256,8.101288734,8.101288734,0.024374744,0.031660544,0.844287711,0.053846154,12.84496982,0.077888516,1,21,0,1,49,1,84,25,Ransom
38,713671eb1fc1ed4a0a0ff7aeae701565917ea4ea178cc0e32a92d2d15e0e23dc,156,214,4,2,6,1.371794872,19,0.008850289,0.006410256,0.006410256,0.006410256,8.101288734,8.101288734,0.024374744,0.031660544,0.844287711,0.053846154,12.84496982,0.077888516,1,19,0,1,20,1,72,16,Ransom
39,035ced861b8bcf05990463468f231cd114bbf88174e4c5f4d163549fb9ade405,156,172,4,2,5,1.102564103,35,0.007113317,0.006410256,0.006410256,0.006410256,5.757323227,5.757323227,0.036341264,0.114824154,0.831969984,0.013888889,36.26542904,-0.014523571,1,7,0,1,43,1,77,16,Ransom
40,c92198b58ecf8e833282304f5f64057db2245056907cb3108b4799603718bd39,165,184,6,2,7,1.115151515,79,0.006799704,0.006060606,0.006060606,0.006060606,6.269471547,6.269471547,0.024484606,0.167583058,0.818023393,0.005050505,43.35482577,0.137852742,1,3,0,1,5,1,13,12,Ransom
41,698137e240dd02040a2d2ddbd475b2baf5947817e5c25fa9a66fd723291e7b4d,166,180,5,2,5,1.084337349,105,0.006571742,0.006024096,0.006024096,0.006024096,5.877409332,5.877409332,0.019019322,0.238116769,0.841574074,0.015060241,54.05839452,0.263201644,1,7,0,1,62,1,102,24,Ransom
42,ad080099c5453642b35354c8a3ed6070bb4e3a57d3d0f68c150add4df9373641,166,180,5,2,5,1.084337349,105,0.006571742,0.006024096,0.006024096,0.006024096,5.877409332,5.877409332,0.019019322,0.238116769,0.841574074,0.015060241,54.05839452,0.263201644,1,6,0,1,70,2,86,19,Ransom
43,ed0530f42899a5962488cf69d5ac0caca972c489c87b238c5ccfd36a268a5c82,170,185,4,2,4,1.088235294,68,0.006439262,0.005882353,0.005882353,0.005882353,6.156572858,6.156572858,0.037143869,0.201590755,0.832987582,0.014705882,48.58540403,0.216198159,1,7,0,1,50,3,66,18,Ransom
44,4a799b317fde5e2fb464ec9a990e028c814aa5347a76c9ddc8a955721dd2160c,171,191,5,2,6,1.116959064,75,0.006570347,0.005847953,0.005847953,0.005847953,6.417532313,6.417532313,0.017053361,0.150514062,0.836161289,0.014619883,40.93728054,0.123237839,1,8,0,1,17,2,43,9,Ransom
45,f89152622e12d3ae097cfaeefa3af2980960fc1cefc6c15d37ea5566e5097f73,174,192,6,2,7,1.103448276,91,0.006378314,0.005747126,0.005747126,0.005747126,6.345251717,6.345251717,0.020970345,0.18580296,0.818739149,0.004789272,48.26432432,0.120679142,1,2,0,1,4,2,16,5,Ransom
46,6a99249b19a7113630d38224c15d94cf63f060945c056c99c1ed46adaf4f1f2f,177,193,4,2,4,1.09039548,56,0.006195429,0.005649718,0.005649718,0.005649718,5.278621569,5.278621569,0.021402682,0.121271003,0.839780934,0.007532957,45.81280087,0.419694893,1,12,0,1,18,1,70,15,Ransom
47,2cbef62c0f3720a2e41fcbf4c262b2c96f71f1c598e359ce59c85a14123558e3,177,193,4,2,4,1.09039548,56,0.006195429,0.005649718,0.005649718,0.005649718,5.278621569,5.278621569,0.021402682,0.121271003,0.839780934,0.007532957,45.81280087,0.419694893,1,8,0,1,17,2,43,9,Ransom
48,e94e0ad3c5f1fb142a2ea07c4af70ae674165b657404b1904e695707096a0aa8,177,193,4,2,4,1.09039548,56,0.006195429,0.005649718,0.005649718,0.005649718,5.278621569,5.278621569,0.021402682,0.121271003,0.839780934,0.007532957,45.81280087,0.419694893,1,23,0,1,71,1,115,34,Ransom
49,2ba6c77bb36a5e67f7a010421d83ceb823e23356af500c4b73212552c98c93b7,178,195,4,2,4,1.095505618,57,0.006189297,0.005617978,0.005617978,0.005617978,5.325093116,5.325093116,0.023271262,0.121308063,0.842550953,0.007490637,45.97304889,0.421003705,1,15,0,1,19,1,75,17,Ransom
50,6bf16b7fb575b8c7a9886791e99b19e73fa2a356ed7ad7a3b47322831155a5cd,178,194,4,2,4,1.08988764,63,0.006157557,0.005617978,0.005617978,0.005617978,5.281835147,5.281835147,0.021282443,0.121622216,0.840525029,0.007490637,46.1771643,0.420353428,1,15,0,1,21,1,81,19,Ransom
51,daa8ffff8c7aec1e4efc9a98082cd6423336a01812356693034a84c1b6775620,182,198,4,2,4,1.087912088,67,0.006010564,0.005494505,0.005494505,0.005494505,5.899466217,5.899466217,0.018335856,0.15484353,0.840016325,0.013736264,47.33180235,0.191130843,1,4,0,1,8,1,22,6,Ransom
52,96be678e476cdaeee671ff01270102046a5e08e5eb0ced5ea2f596c008ad1962,182,198,4,2,4,1.087912088,67,0.006010564,0.005494505,0.005494505,0.005494505,5.899466217,5.899466217,0.018335856,0.15484353,0.840016325,0.013736264,47.33180235,0.191130843,1,3,0,1,5,1,13,12,Ransom
53,94c28c556fa1904adf6acaecf0a8d27e2f0d8d7ee74cce5cd20c6a0995f649d5,183,199,4,2,5,1.087431694,34,0.005974899,0.005464481,0.005464481,0.005464481,5.754132139,5.754132139,0.03099534,0.125260393,0.844473624,0.011839709,46.48623245,0.01616005,1,6,0,1,70,2,86,19,Ransom
54,3b2f8194cedf9eb4ee78ebf26d60c7a4fd1853c0fe18408b0cbea67758cf39b3,197,211,5,2,6,1.07106599,85,0.005464622,0.005076142,0.005076142,0.005076142,6.283657745,6.283657745,0.027042399,0.217661707,0.844747423,0.008460237,59.24247379,0.272626248,1,1,0,1,3,1,16,4,Ransom
55,c6381e133f8c033254ac5ee8a1772c0eeadb49cd232e0b2f07743f7e69adf357,197,211,5,2,6,1.07106599,85,0.005464622,0.005076142,0.005076142,0.005076142,6.283657745,6.283657745,0.027042399,0.217661707,0.844747423,0.008460237,59.24247379,0.272626248,1,11,0,1,18,1,58,15,Ransom
56,030dfdd376df50875e6e1a4ab5a103dc24cb6d014e975f928b84bfec669d2933,197,211,5,2,6,1.07106599,85,0.005464622,0.005076142,0.005076142,0.005076142,6.283657745,6.283657745,0.027042399,0.217661707,0.844747423,0.008460237,59.24247379,0.272626248,1,8,0,1,17,2,43,9,Ransom
57,f51ab79090550856f5dff1f62ea90587542fb44cc9945851902318463ecc78dd,217,237,4,2,6,1.092165899,70,0.005056324,0.004608295,0.004608295,0.004608295,5.739955094,5.739955094,0.024294392,0.062255246,0.85839164,0.01344086,36.74166524,-0.199234607,1,5,0,1,9,1,62,6,Ransom
58,3fcd45fb423b99a28a374f9b07f7a8b12001f38bcf184ce6db3dc0ce7c81d585,228,251,5,2,6,1.100877193,125,0.004849679,0.004385965,0.004385965,0.004385965,6.646349902,6.646349902,0.012793137,0.194008116,0.860843479,0.010964912,63.94543387,0.097678096,1,10,0,1,34,1,70,18,Ransom
59,e329277b035beecf4f2119cd067b4682904e8f1a095180b397094b23a887d9bb,265,275,4,2,4,1.037735849,117,0.003930818,0.003773585,0.003773585,0.003773585,5.442676212,5.442676212,0.021386437,0.141688406,0.865864463,0,79.05275923,0.450520531,1,7,0,1,62,1,102,24,Ransom
60,9ae73d2ef3111eb252a05d5093e5f959c86915c377920190d9de45a9d49a0b86,296,306,4,2,4,1.033783784,133,0.003504352,0.003378378,0.003378378,0.003378378,5.72219792,5.72219792,0.018688776,0.15366772,0.874674271,0,89.0252159,0.508149418,1,8,0,1,56,3,73,17,Ransom
61,d6976f52f163bf30ce31fd3ff9fb542ec0b15bcae0d9daa09b80c37d828f63e8,389,511,5,2,7,1.313624679,51,0.003385631,0.002570694,0.002570694,0.002570694,10.99678188,10.99678188,0.006581832,0.040225209,0.898587245,0.068573265,34.16429731,0.178467082,1,7,0,1,35,3,63,10,Ransom
62,6fb735bd8d0ebac8d0e3af2f989c3aaabeecf8f44b9fa009f6c75382e5ebc3d4,476,582,6,2,8,1.222689076,86,0.002574082,0.00210084,0.00210084,0.00210084,8.783777119,8.783777119,0.011824779,0.046570914,0.906761847,0.041719188,56.73529445,0.017554127,1,7,0,1,6,1,22,6,Ransom
63,0fb1874d13ce559b8df1f40fabe67d1559a653d2dc998dbc558fd917a9382c50,552,759,8,2,9,1.375,75,0.002495463,0.001811594,0.001811594,0.001811594,13.168649,13.168649,0.008712905,0.036235949,0.910962174,0.114583333,40.96207606,0.01088689,1,19,0,1,20,1,72,16,Ransom
64,ecaf3c61c99e6d5a5bc4088f80e5baca08b69c0389142280836836b72a584e1d,654,793,4,2,5,1.212538226,162,0.001856873,0.001529052,0.001529052,0.001529052,11.97623247,11.97623247,0.014489161,0.053040793,0.920173205,0.052505946,66.93914756,0.2266028,1,7,0,1,6,1,23,6,Ransom
65,8f94dbb80f00b07175b51b481287aff2dbb5a40d31d21b6a3093c03abd83b10d,701,898,5,2,6,1.281027104,90,0.001830039,0.001426534,0.001426534,0.001426534,12.74477521,12.74477521,0.005632143,0.039925233,0.914170813,0.036899667,57.79787137,-0.004457641,1,4,0,1,50,3,70,17,Ransom
66,3b5b19ebe8d8b6c7e5b2ffd2cc194fad1ae6c9eade7646f48c595bd154f4b1e1,734,1218,12,8,14,1.659400545,35,0.002263848,0.001362398,0.001362398,0.001362398,19.94029943,19.94029943,0.009264289,0.011214317,0.894383239,0.060647345,21.93184555,0.207397306,1,1,0,1,176,3,201,24,Ransom
67,02e383996674b923b72e83fb01c0593f9e0a74c271e067a97ba8c1d461cc1c9b,852,1233,7,2,8,1.447183099,69,0.001700568,0.001173709,0.001173709,0.001173709,12.68051531,12.68051531,0.009279537,0.028512874,0.932918018,0.170089984,66.76837019,-0.084107435,1,20,0,1,54,1,107,19,Ransom
68,46558bde96ad5b1aac7698b0ae326428e91c2b5541977187f7e5e3d3497b70de,852,1233,7,2,8,1.447183099,69,0.001700568,0.001173709,0.001173709,0.001173709,12.68051531,12.68051531,0.009279537,0.028512874,0.932918018,0.170089984,66.76837019,-0.084107435,1,16,0,1,18,1,47,9,Ransom
69,4b25590e31b8e6182d4ec453724d932c7b23598fff474f8e6aa94a3f73f9b537,852,1233,7,2,8,1.447183099,69,0.001700568,0.001173709,0.001173709,0.001173709,12.68051531,12.68051531,0.009279537,0.028512874,0.932918018,0.170089984,66.76837019,-0.084107435,1,8,0,1,17,2,43,9,Ransom
70,4d1cc3135b2410740f1e5313403e95cedf07015c2c795b9b9fedc89049112927,852,1233,7,2,8,1.447183099,69,0.001700568,0.001173709,0.001173709,0.001173709,12.68051531,12.68051531,0.009279537,0.028512874,0.932918018,0.170089984,66.76837019,-0.084107435,1,8,0,1,17,2,43,9,Ransom
71,5f3bdf91690eac7128b2a344b464bea21f12bdcd2c80b717e7831ce5f78dabd0,852,1233,7,2,8,1.447183099,69,0.001700568,0.001173709,0.001173709,0.001173709,12.68051531,12.68051531,0.009279537,0.028512874,0.932918018,0.170089984,66.76837019,-0.084107435,1,2,0,1,38,1,126,29,Ransom
72,66711659869263b41a3d5592ef359a2f62662741802715fcfacfe9a414f08112,852,1233,7,2,8,1.447183099,69,0.001700568,0.001173709,0.001173709,0.001173709,12.68051531,12.68051531,0.009279537,0.028512874,0.932918018,0.170089984,66.76837019,-0.084107435,1,7,0,1,52,3,67,17,Ransom
73,7ba3c5b98c63184fc5edf0957f858b1dd96891439bcfa1a9989cd4faac895f8d,852,1233,7,2,8,1.447183099,69,0.001700568,0.001173709,0.001173709,0.001173709,12.68051531,12.68051531,0.009279537,0.028512874,0.932918018,0.170089984,66.76837019,-0.084107435,1,6,0,1,52,2,63,16,Ransom
74,9eca82d15dba66cf31577a620c54931c34e27b1f58a6d3d3befd00043c6265de,852,1233,7,2,8,1.447183099,69,0.001700568,0.001173709,0.001173709,0.001173709,12.68051531,12.68051531,0.009279537,0.028512874,0.932918018,0.170089984,66.76837019,-0.084107435,1,23,0,1,20,1,66,16,Ransom
75,9ef4df7c92084f42856d8a9448e6e7b1fd4670e7093ee8525c1f58a056cf9789,852,1233,7,2,8,1.447183099,69,0.001700568,0.001173709,0.001173709,0.001173709,12.68051531,12.68051531,0.009279537,0.028512874,0.932918018,0.170089984,66.76837019,-0.084107435,1,8,0,1,17,2,43,9,Ransom
76,aa9af375460f7ebfc7fc02a69b6f3958687675b34bd931a6f0e34ba7b1550100,852,1233,7,2,8,1.447183099,69,0.001700568,0.001173709,0.001173709,0.001173709,12.68051531,12.68051531,0.009279537,0.028512874,0.932918018,0.170089984,66.76837019,-0.084107435,1,8,0,1,59,2,76,19,Ransom
77,b35d539ed3ee08e9c095ca1588f5901abda19065d295d39a0e66fe984c96a43b,852,1233,7,2,8,1.447183099,69,0.001700568,0.001173709,0.001173709,0.001173709,12.68051531,12.68051531,0.009279537,0.028512874,0.932918018,0.170089984,66.76837019,-0.084107435,1,1,0,1,176,3,201,24,Ransom
78,e392ff02b5844839a1115aac5205c0572b6689f014f607019eb9d07069a0dcb7,852,1233,7,2,8,1.447183099,69,0.001700568,0.001173709,0.001173709,0.001173709,12.68051531,12.68051531,0.009279537,0.028512874,0.932918018,0.170089984,66.76837019,-0.084107435,1,1,0,1,3,1,17,7,Ransom
79,057ddb7ea437ffca4b2b2325c959326d5adc07db406ef3282d98480b545252b5,1068,1346,5,2,7,1.260299625,101,0.001181162,0.00093633,0.00093633,0.00093633,13.09826147,13.09826147,0.012031453,0.051396128,0.933243952,0.059782415,108.7559109,0.139286297,1,19,0,1,20,1,72,16,Ransom
80,9f7b9c0a9f745304a16b2e3b699b6ad2b7d3835cd6305b112f2590a9386c7fca,1590,2639,5,2,6,1.659748428,61,0.001044524,0.000628931,0.000628931,0.000628931,28.54999964,28.54999964,0.009849636,0.014754722,0.957152176,0.126645702,47.83515703,-0.018161796,1,23,0,1,71,1,115,34,Ransom
81,d613520935d7e76a2fe19de45fb76b37b97b8d995e77b23023e40629241995a4,1590,2639,5,2,6,1.659748428,61,0.001044524,0.000628931,0.000628931,0.000628931,28.54999964,28.54999964,0.009849636,0.014754722,0.957152176,0.126645702,47.83515703,-0.018161796,1,10,0,1,18,1,76,15,Ransom
82,521bfa3a25bd8bb6afb3b4ef5a242913c9ca35bd8df22fa218b2b0f71bfd6313,1844,2029,122,2,123,1.10032538,283,0.00059703,0.000542299,0.000542299,0.000542299,7.860579431,7.860579431,0.002160774,0.0174846,0.884401171,0.000181097,181.9129271,0.521885899,1,19,0,1,20,1,72,16,Ransom
83,264c52e9f4b9aec3e1233c536c9767065da8b512b4c42a5b6c1cd45b2b062b72,1844,2029,122,2,123,1.10032538,283,0.00059703,0.000542299,0.000542299,0.000542299,7.860579431,7.860579431,0.002160774,0.0174846,0.884401171,0.000181097,181.9129271,0.521885899,1,8,0,1,17,2,43,9,Ransom
84,780adffc36b906da7716614b4876ecb0c2d5e5f56f161621cee58f5a2ee59456,1844,2029,122,2,123,1.10032538,283,0.00059703,0.000542299,0.000542299,0.000542299,7.860579431,7.860579431,0.002160774,0.0174846,0.884401171,0.000181097,181.9129271,0.521885899,1,24,0,1,61,1,110,26,Ransom
85,0af5084917fad3a03aa10e726850f29f91dd1b91375a70fe8745d42370c36948,1998,2345,3,2,4,1.173673674,302,0.000587718,0.000500501,0.000500501,0.000500501,14.70591009,14.70591009,0.001919129,0.047681737,0.94711808,0.00692359,191.6742311,-0.141637647,1,24,0,1,56,1,138,29,Ransom
